name,reviews,ratings
Being There,"Brilliant satire from the master Hal Ashby!

Director Hal Ashby's comedy Being There (1979) is a blast to watch and it just gets funnier and more ridiculous as it goes along to its resplendent conclusion. I was smiling, laughing, and thinking the entire time as Ashby splices together 70's pop culture and politics with a sly absurdism over how tumultuous these times were for America. Johnny Mandel's score even captures the strangeness of this era with his opening funk remix of Also Sprach Zarathustra.

I appreciated the lush sets with such meticulous lavishness from the production designer Michael D. Haller. May Routh's costumes are gorgeous on the lovely Shirley MacLaine, who is hilarious as the kind hearted and super horny Eve Rand. MacLaine is a pleasure to watch her flirt with Peter Sellers and find a poignant heartfelt realness towards her love. It's also cool to see director Hal Ashby even cameo in the movie later on as the man by the cabinet at the newspaper The Washington Post.

Caleb Deschanel's cinematography captures all these cute wide shots and a mesmerizing final shot of Peter Sellers walking on water with all his blissful ignorance, light as air. Being There is gorgeously shot. Don Zimmerman's editing is sharp and gently allows Being There to walk steadily to its pleasant absurdities for a quickly paced 130 minutes. The way Zimmerman cuts together 70's television into these outrageous montages is simply sublime as you get to see all the imagery and entertainment that Chance the gardener sees.

Writers Jerzy Kosinski and Robert C. Jones finds the laughter out of obtuse, ignorant, rich conservatives who unknowingly take in a now homeless gardener played by Peter Sellers. Being There is a clever satire of 1970's conservative policies, government lobbying, presidential influence from special interests, racial dynamics, television as education, economics disparity, and American ego. 

Hal Ashby shows how people only hear what they want to hear from Peter Sellers' simple minded gardener Chance because of their own narcissism and ego. He has no idea about what anyone is talking about in Being There, yet his words apply to everything in a hilarious display of good humor from Sellers and Ashby. Their words bring Ashby's striking satire to a warm and funny life of its own. Being There is certainly one of Hal Ashby's greatest films, if not his best picture.

Peter Sellers beautifully portrays a man named Chance who stumbles through life with a dependence on the kindness of strangers as Blanche Dubois said, because he's mentally a still a child. Sellers delivers a heartfelt and nuanced performance that really captures the chaos of the 1970's both economically and politically with a more reserved acting than you're probably used to seeing from the famous comedian. He's hilarious as the straight man as everyone else is just crazy to talk to Chance, who they never really understand as Being There is a comedy of errors because Chance is so vague, everyone he speaks to hears whatever they want out of his meaningless dialogue.

Jack Warden's foolish Republican President Bobby is a clear stand in for the Gerald Fords and Richard Nixons of America with his need for conservative advice, idiotic manner, and strange paranoia. I enjoyed Melvyn Douglas' totally sincere performance as the conservative lobbyist and special interests millionaire investor Ben Rand. He feels as much Kissinger as a Dick Cheney type in hindsight. 

Richard Dysart is funny as Dr. Robert Allenby, who is the only man to understand who Chance really is in reality. You totally see how conspiracies, espionage, and paranoia grow as every intelligence agency and country wants to know who Chance is, but it takes the sole observant man to get Peter Sellers' silly normal man. Ruth Attaway's maid Louise sums up how only a white man could get by being illiterate and idiotic and still thrive in America.

In short, Being There sees Peter Sellers saying little, while Hal Ashby's film speaks volume on America's broken economic inequality and corrupt political system.",5.0
Being There,"Being There is an amusing anecdote that goes on a little too long. Yes, we understand that people mistake Chance's simple-mindedness for genius, but do we really need to show that for over two hours? This deliberately slow-paced story received a lot of praise, and while Peter Seller's performance is engaging & unique, I didn't find this film to be quite as brilliant as others perceive it to be.",3.0
Being There,"Excruciatingly slow and painfully lacking in entertainment value. There must have been nothing better to watch in the 80s. If I wanted to watch a grown autistic man have awkward interactions with people around him I would have gone to my local special ed school. And still I wouldn't be laughing. There is nothing remarkable about this lazy performance and film. The high acclaim for this piece, to me, represents, as Osbourne Cox put it in Burn After Reading (a true uproarious comedy) ""the idiocy of today.""",1.5
Being There,"A slow start, but a strong finish.",5.0
Being There,"Director Hal Ashby had an unparalleled run of wildly successful films during the 70s, culminating with what was arguably his masterpiece, Being There.  With a screenplay by Jerzy Kosinski based on his own novel, the film stars Peter Sellers as Chance the Gardener (or Chauncey Gardiner), an intellectually challenged man who relates to the world by using what he has learned from watching television and working in the garden.  He is eventually adopted as an unofficial advisor to Washington's political elite, including the President, who see him as an intellectual with astute, albeit cryptic, views on the world.  Sellers gives a brilliant performance, the satire is biting, and Ashby cements his standing as one of America's great (but underappreciated) directors.",4.5
Being There,You're laughing whilst watching between your fingers. Some hilarious scenes and brilliant performances. One of the best comedies I've ever watched.,4.5
Being There,"Being There is a rare movie. It is a gem that gets a lot of attention upon its release, then gets forgotten for many years, and then hollowed out of its temorary grave. I am so glad I came across this film on DVD after so many years. This movie is remembered as Peter Sellers' swan song, where he gave the performance of a lifetime. The plot is aptly a simple one; after the death of his employer, naive Chance has to leave the house where he lived since he was young. With limited knowledge of the outside world, only knowing what he has seen on TV and gardening, he is released into the cruel and relentless world. Fortunately for him, he gets involved in an accident with sickly businessman Ben Rant (an Oscar winning performance by veteran Melvyn Douglas) and his wife (Shirley McLaine) and they decide to let him live in their mansion. The Rants mistakenly think Chance is an influential politician (confusing his name with Chauncey Gardiner), since they construe his utterances and gardening tips as a profound, sophisticated critique of politics, economy, existentialism and the overall state of human existence. He climbs up the stairs of success to the point where he is bound to be chosen as an official presidential candidate. Then suddenly, he vanishes in a Christlike manner. Our simple minded Chance however, cannot seem to understand his position and does not really want to. All he needs is a caring home, a television and a garden to take care of. The novel of the same name by Jerzy Kosinski was a labor of love for Sellers, who adored the central character. After the novel's release, he sent the author a telegram saying ""AVAILABLE IN MY GARDEN OR OUTSIDE OF IT"". That explains the film's success. Peter Sellers, the chameleon actor, absolutely nailed the role of Chance, giving a superb performance worthy of an Oscar (unfortunately he lost to an equally good Dustin Hoffmann). Along with Sellers' unique and somehow sad performance, the film is driven by Hal Ashby, an exquisite director who is responsible for many thought provoking and bizarre films like Harold and Maude. Instead of making the film a clumsy story based on human guillibility and stupidity, he benefits from an incredible screenplay and gives the film a slow, winter like, melancholic pace. The supporting cast does an excellent job as well,  the score (Based on Erik Satie's Gnossiennes 4 and 6) is haunting and memorable to say the least and the cinematography is out of this world. All of these factors work together and create a very bitter and sharp comedy drama, whose themes are so profound and well presented that i highly recommend watching this one and exploring those yourself. I like to watch...",5.0
Best in Show,"Christopher Guest's best mocumentary since Spinal Tap and an absolutely hilarious look at the bizarre world of dog shows. A blend of unique characters come to life due to it's perfect casting in this must see comedy.
One of 2000's best movies.",5.0
Best in Show,"One of the funniest movies in recent years, thanks to a pitch perfect cast along with Christopher Guest's documentary style that never fully mocks dog shows.  The actors are brilliant across the board, with the standout being Fred Willard as a celebrity guest host for the dog show who has no idea how the competition works so he just says the dumbest things.  Behind the camera, writer/director Guest crafts a hilarious homage to the dog show culture that pokes gentle fun at it while never getting mean (in some ways, it even shows some admiration to the competitors).  Just one of the funniest movies ever and a must watch.",4.5
Best in Show,Christopher Guest and his cast are a marvel. The direction is well handled as well as the characters. There is an authenticity to the imaginative creativity.,5.0
Best in Show,"what a stacked cast. this was really fun - makes me want to go to a dog show, haha.",3.0
Best in Show,Very funny I loved it,5.0
Best in Show,"It's a cult classic, for sure. A rare occasion where I would have preferred a longer runtime - I feel like there were so many characters to explore and they weren't all given enough screen time.",3.0
Best in Show,"I first watched this around age 15 and didn't get it at all. I watched it again nearly 15 years later and it turns out this is a masterpiece. It has a very similar vibe and humor to The Office (American). Great cast, over the top yet believable characters, really funny. I especially love the gay guys.",4.5
Best in Show,"Cute dogs and hilarious jokes.

Director Christopher Guest's mockumentary comedy Best In Show (2000) is a blast. Even if a character's jokes don't land, you get to watch all these adorable show dogs just looking around and vibing. It's a fast paced and funny comedy with the added benefit of a bunch of dogs for a cute atmosphere. Guest takes what he learned directing Waiting for Guffman and polished it off for Best In Show's vibrant colors, sharp humor, and grounded characters for a better overall film. Guest does not dwell on any certain character for too long and it helps keeps the dogs walking and the owners feeling manic for Best In Show's chaotic energy.

I love that the televised National Dog Show was not even a thing until after Best In Show. It's interesting how this movie has stayed in the pop culture zeitgeist. Cinematographer Roberto Schaefer shoots scenes like the cast is getting interviewed with handheld looking movements and camera pans as dogs parade in the show. Guest really just made his own dog show curtains and all. There's real Canadian Dog Show champions for the pets and actual dog trainers used to help make the movie. It's actually impressive how realistic they got it. 

Writers Christopher Guest and Eugene Levy come up with fun ways to satirize the yuppies and average joes who worship and spoil their dogs to the point of abuse just to win a Blue Ribbon at the National Dog Show. The dialogue is mostly improvised with 60 hours of talking cut down to the funniest scenes and best takes by editor Robert Leighton's slick cutting style. Best In Show is very similar to other mockumentary comedies like This Is Spinal Tap, Waiting for Guffman, or Drop Dead Gorgeous. Casting director Stuart Aikins hired a hilarious ensemble for Best In Show.

Eugene Levy's awkward and emasculated Gerry Fleck is an exemplary depiction of cringe comedy. Catherine O'Hara flirting with all of her ex's is a riot, especially as it causes Levy anguish. Their Norwich terrier is adorable and fluffy. Larry Miller's cameo as Max Berman is crazy with his overt seducing of O'Hara. 

John Michael Higgins' flamboyantly gay dog walker Scott Donlan is a scream. His chemistry and breezy humor with Michael McKean's delightful Stefan Vanderhoof is a pleasure to watch. They may be the best pair to watch overall with two cute Shih Tzu dogs.

Parker Posey is amazing as the panicked yuppie Meg Swan. Posey effortlessly portrays a sexually satisfied dog sycophant, who is paranoid about her dog not loving her or being able to perform. Her screaming at Hiro Kanagawa's Pet Shop Owner for a bumble bee dog toy is the funniest bit in Best In Show! Posey continues to make me laugh uproariously as she really is one of the all time funniest actresses. Parker Posey is sublime as the gorgeous and hysterically deranged Meg Swan. Posey yelling at Carmen Aguirre's poor Taft Hotel Maid is so sad, infuriating, and funny all at once.

Michael Hitchcock is excellent and insane as the raving yuppie freak Hamilton Swan. His frenzied frothing at the mouth yelling at the dog to focus is simultaneously scary and hilarious. Hitchcock matches Posey's unhinged mania just like their rabid dog.

Jennifer Coolidge's constantly eating, telepathic lesbian Sherri Ann Cabot is a real scream in her own right. Coolidge has always been funny ever since I saw her in Legally Blonde. She's sexy and silly. Coolidge has great chemistry with Jane Lynch's confident lesbian Christy Cummings. I liked their cuddly well behaved poodle.

Christopher Guest is really great as the understated redneck hunter Harlan Pepper. He delivers a strong character actor performance alongside his lovable bloodhound. Fred Willard proves he's a master of improv with the wildest and most hilariously erratic lines as National Dog Show host Buck Laughlin. Ed Begley Jr.'s accommodating hotel concierge Mark Schafer is great like Bob Balaban's stoic showrunner Theodore W. Millbank III. Lewis Arquette cameos as a funny Fern City Show Spectator.

Composer Jeffery C.J. Vanston's pleasant music helps Best In Show's absurdist vibes. Monique Prudhomme, Durinda Wood, and Diana Patterson provide absolutely insane outfits for the whole cast. Everyone gets a colorful and strange costume that brings out the silliness of their character. Hairstyling from Anji Bemben and Kandace Loewen is outrageous with a plethora of looks for each person, especially the ladies. Coolidge gets the best hair for sure, but I kept laughing when Parker Posey appears.

In short, Best In Show is a timeless comedy cult classic. It's 90 minutes of cute dogs and their mentally ill owners. What's not to like?",5.0
Best in Show,Hands down one of the most unique movies out there. It gets better with each viewing especially with the chemistry of Catherine O'Hara and Eugene Levy. All of the actors have over the top characters that are honest and believable. This movie is not talked about enough and I hope every Schitt's Creek fan watches it.,5.0
Best in Show,parker posey's acting is the funniest part of this movie by far.  it's hard to rate between her and fred willard but i chose her. the busy bee scenes make me laugh uncontrollably,4.5
Best in Show,"It's a weird genre, those offbeat mockumentary comedies especially when actors improving are involved. You can feel the awkwardness when sometimes the characters have to react to something or go on with their dialogue. I don't say the actors are bad they are actually great. I don't think you could have a better cast for this challenge, especially the couple Hitchcock and Posey who may have the most clever jokes here.  That said, it's just impossible to have a perfect comedic timing when you can't anticipate where a scene or a dialogue goes.

The movie is not very exciting, sometimes boring, but I still recommend it because when the jokes works they are pretty funny, thanks again to the perfect cast. Also the dogs are cute.",3.0
Best in Show,"Am I missing something here?  I don't get the high scores from Ebert, Metacritic, and Netflix as well as Rotten Tomatoes.  A real send up of the people who pamper their dogs for these shows, kinda like parents who doll up their young daughters for beauty pagents.",3.0
Best in Show,"I have loved this movie since the first time I saw it. A cast of very funny people putting together a very funny movie about an original subject. I'm also laughing at these reviews from people that just ""did not get it."" The humor is often subtle, and possibly over the heads of people that need a laugh track on the TV sitcom to know what's funny. 
The show dog world is quite unique and quirky, just like this movie. Christopher Guest is a genius for taking a situation ripe for humor right out from under our noses, and then hitting it out of the ballpark.",5.0
Best in Show,i totally hate this movie and everyone who's in it,1.0
Best in Show,Wonderfully silly little film.,4.0
Best in Show,A great improv comedy piece this is a quirky premise with a great cast.  This movie became the inspiration for the annual broadcast of the National Dog Show.,4.5
Best in Show,"I honestly don't know what to say about this, probably because I'm not at all familiar with dog shows, but I know enough for it to still be humorous.  I've heard nothing but good things about it over the years but this was my first time seeing it.  One of the better mockumentaries there is.",4.0
Best in Show,Hilarious from start to finish; my favorite Guest movie so far.,5.0
Best in Show,69%. I'll start by saying I was scrolling Twitter and didn't pay close attention. Feel like if it was really funny it would have captivated me more tho. Great cast. Just didn't find it that funny. May be better if you watch with someone,3.0
Best in Show,"I love all Christopher Guest films, but this one is his best. The personalities are simply brilliant and the humor just works. One of the best.",5.0
Beverly Hills Cop,"good movie, good story, funny, 7/10. recommend if you like eddie murphy movies.",3.5
Beverly Hills Cop,Love me some Eddie Murphy!,5.0
Beverly Hills Cop,Eddie murphy was great 👍👍 two thumbs up,5.0
Beverly Hills Cop,"This is a must see 80s cop movie. It's Eddie Murphy at his best. The film has action and comedy while still  conveying the class/race dynamics of between a poor Black cop, who does follow the roles, against the mostly white Beverly Hills PD, who are by the book, and how they have to work together to catch the criminal.",4.5
Beverly Hills Cop,"Great plot, great humor, great characters, great performances, all I need for a late-night movie",5.0
Beverly Hills Cop,Classic 80's Classic Murphy,5.0
Beverly Hills Cop,"Funny
Excellent Comedie",5.0
Beverly Hills Cop,Meh it passed the time...,2.5
Beverly Hills Cop,"So funny with top notch action, Eddie Murphy is top of his form every scene he's in brings a smile to your face, what a great film.",4.0
Beverly Hills Cop,"Overall, I love Beverly Hills Cop. It's a fun action-comedy where actor Eddie Murphy brings one of his funniest characters to life. As a plot, it's also quite a brainless revenge tale, but thanks to several challenges for our lead, it's pretty fun and engaging. The film's soundtrack is also a blast. Beverly Hills Cop is a great time and comes highly recommended!",4.5
Beverly Hills Cop,"Eddie Murphy combines comedy with gritty cop drama so well it should be a crime 
The story feels dark and edgy and has a nasty sprit to it 
How some criminals live above the law but not out of a vengeful man's reach 
Axel foley is a legendary character and his personality becomes dangerously infectious 
The action shoot outs are thrilling 
And the casting gives us one of the greatest buddy cop movies of all time as taget and billy become just as likeable as axel 
The soundtrack is iconic and and gives the film another bouncy element to it that you can't help get dragged away with 
You just want more and more from this cheeky cop who plays by his own bent rules and will get the bad guy if it's personal 
In short it's a rollercoaster action comedy that many will strive to duplicate but fall short without its dream cast",5.0
Beverly Hills Cop,"LOL, the funniest 1.75 hours ever!!!!!!!!!!!!!!!!!!!! Starring Eddie Murphy (Saturday Night Live, Charlie's younger brother)!!!!!!!!!!!!!!!!",5.0
Beverly Hills Cop,A pure classic. Enjoy!,5.0
Beverly Hills Cop,Classic action comedy. Well worth watching.,4.5
Beverly Hills Cop,One of the all time great comedies. This is Eddie Murphy at his finest.,5.0
Beverly Hills Cop,Filme ótimo e divertido.,5.0
Beverly Hills Cop,"One of the best comedies of the 1980's.
A vechile to show off the comedic talents of Eddie Murphy, this well paced and well written movie is still funny today.",5.0
Beverly Hills Cop,Eddy Murphy amazes with his charisma and comedy style as he artfully discovers the secret behind his friend's death.,4.0
Beverly Hills Cop,"Minha opinião: Poder assistir a Eddie Murphy da década de 80 é surreal. Um Tira da Pesada, Um príncipe em NY, 48 horas, Trocando as Bolas,.... e depois mais sucessos na dpecada de 90, 2000 e até o ultimo que gostei muito e acho que merecia um #Oscar por Meu nome é Dolemite, que representação. Vamos ao ínicio de sua carreira onde vai se consagrando em #Hoolywood Este filme se passa em Bervely Hills e ele vem de Detroit, de um DP bem caidão e um chefe linha dura. Mas Eddie tem um amigo que é assassinado em sua frente e ele vai em busa de quem fez isso. Vai atrás de sua amiga Jenny que arranjou o emprego para seu amigo e logo ele já desconfia do chefe dela Jeffrey. Assim ele é capturado pela policia local e la conhece a dupla de detetives William e Sargent que farão a dupla com ele. Porém eles são todos certinhos enquanto Eddie vem da malandragem de Detroit. Será que dará certo? É claro que sim. Um filme que a velocidade dos filmes da década de 80 eram mais lentos. E assim eles vão descobrindo mais e mais até que chega na parte final onde o tiro corre para todo canto. E o bem vence o mal. Vemos que mesmo tendo passado mais de 40 anos, não vemos uma grande diferença em Eddie. Dizem que neste ano querem lançar Um Tira da Pesada 4. Vamos esperar.
Roteiro e enredo simples, mas com a mágia de Eddie o filme se transforma.
Vale apena assistir? Com certeza, um clássico.
Nota: 8",4.0
Beverly Hills Cop,I love this movie. It's one of my favorite Eddie Murphy films,5.0
Big,"Tom Hanks' ""BIG"" is charming and heartfelt.",5.0
Big,Been re-watching some old films with my sons. This is a heart-warming classic which the whole family enjoyed.,5.0
Big,Literally one of the sweetest and extremely heartwarming film ever made by Penny Marshall! Loved every ounce of it! What it truly means to be a child and grow up!,5.0
Big,"""Big"" is an enchanting and heartwarming cinematic masterpiece that captures the essence of childhood wonder and the timeless spirit of imagination. Tom Hanks delivers a remarkable performance as Josh Baskin, a young boy who magically transforms into an adult overnight, granting him a glimpse into the grown-up world.

Director Penny Marshall expertly crafts a delightful narrative filled with humor, warmth, and poignant life lessons. The film effortlessly blends the hilarity of a child trying to navigate the responsibilities of adulthood with heartfelt moments that touch the soul. It explores the universal desire to grow up quickly while cherishing the joys of innocence.

The screenplay boasts clever dialogues, and the chemistry between Hanks and co-star Elizabeth Perkins is simply magical. The supporting cast, including John Heard and Robert Loggia, adds depth and charm to the story.

""Big"" stands the test of time due to its endearing themes and the messages it imparts. It encourages viewers to cherish their inner child and embrace the simplicity and joy in life. The iconic scene of Josh dancing on the giant piano remains an enduring symbol of innocent joy that resonates with audiences of all ages.

In conclusion, ""Big"" is an uplifting, feel-good classic that continues to captivate generations, reminding us to appreciate life's little wonders and never lose touch with our childlike dreams.",5.0
Big,Tom hanks performed well…,5.0
Big,Hey story about a 12 year old boy in a man's body can make me cry at the end with its extremely lovable main character,5.0
Big,I loved this movie as a child and can't wait to share it with my own kids. Tom Hanks is great as the big kid with all the toys,4.0
Big,"Light hearted comedy. Also light on for jokes, outside of watching an adult act like a child which wears thin.",2.5
Big,Big was okay. I mean it was good just not one of my favorites.,3.0
Big,It's a 80s classic film,4.0
Big,Beautiful movie. Highly recommend it.,5.0
Big,"Absolutely one of Tom Hanks' finest roles I remember watching this a few years back and loved it It's one of the earliest age-reversal movies following the original 'Freaky Friday' and before '13 Going on 30' and '17 Again' directed by Penny Marshall 12 year-old boy Josh feels out of place Being a kid he feels like he doesn't have the luxury of enjoying as many things the way grown ups do So at a carnival he makes a wish from a mechanical magician named Zoltar to be all grown-up Shockingly it comes true and he wakes up in a fully grown adult body played by Hanks Josh is shocked, scared, and confused he's aged several years over night His own mother doesn't recognize him so he ends up leaving home forced to stay elsewhere He's never been on his own so he only has his current kid friend, Billy to help him get a place, a job, and act like an adult Josh later ends up working at a toy factory (still having that childlike spirit he plays with various toy products) catching wind of the executives having him test them out and seeing how they sell to consumers He makes Vice President in a week impressing a woman named Susan Of course it's only a matter of time when the pressures of adult life begin weighing on him Josh turns away his best friend in favor of working and making money making new toy ideas...will he stay that way forever? The film still has a wonderful charm to it The sequence with the walking piano is my absolute favorite given it's filled with so much joy and passion There's joys to being a kid and adult but the two rarely go hand in hand, there's a time to grow up and to stay young, we shouldn't be in a hurry to be fully adult we can still appreciate our youthful days when we still can, what's more important our work lives or friends? And the film focuses on how a child's innocence can touch people making them realize certain things about themselves that, getting caught up in the rat race of life, they forget By todays standards this can't be remade but at the time it remains a heartwarming child's fantasy engaging even adult viewers on an intellectual level",4.5
Big,"Such an amazing film, one of the best by far.",5.0
Big,One of those Tom Hank's movies that just make your day better.,5.0
Big,"LOL, the funniest 01 hour: and 44 minutes starring Tom Hanks!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5.0
Big,one of my all time favorites. Funny and sweet.,5.0
Big,"The restraint, especially Compared to a lot of major comedy movies these days, is really what sells it. Hanks plays the role amazingly both in the fun and in the more tender moments. I know the romance is necessary but I wasn't really sold and couldn't get past the adult woman unknowingly in a relationship with a child.",4.5
Big,Love this movie growing up. Everytime I went to a fair I was always hoping to find a machine like this. Still one of my favorite movies of all time.,3.5
Big,"Beautiful movie about growing up too fast. Tom Hanks plays older Josh, an awfully convincing teenager stuck in a grown-up's body in NYC. Big might not be one of the most outstanding movies in Hanks' portfolio and it might not be a tearjerker but it is touching in the delivery of its message. It also pleasingly funny in a more discrete way that showed from very early on Hanks' acting potential, which is why I believe this is one of my favorite body-switching themed movies.",5.0
Big,"That's so cool how they show the first iterations of computerized RPG games in the 80's. I can totally relate to this kid lol. The way his parents are telling him to do chores while he's trying to enjoy a video game couldn't be any more annoying. I love how they capture the nostalgia and aesthetic of being a gamer kid in the 80's. I like how creepy the Zoltar make a wish machine looked. Wow, a young Tom Hanks. Man, what a handsome guy, I never realized how nice his green eyes were. I bet this movie's going to be about growing up and how when we're young, we wish were older, and when we're older, we wish we were young. That was a great wide-angle shot of the Brooklyn Bridge. That hotel room looks like it belongs on the set of a horror movie, it looks so decrepit. I thought it was funny how the Puerto Rican guy starts yelling in Spanish into the hotel phone and Josh starts crying out of fear. I can also empathize with the fear that he's feeling, so at the same time I felt bad for him. 

How old was Robert Loggia in this movie? That was pretty impressive how he was able to play that foot piano so energetically and flexibly. It's funny how Josh became vice president of the toy company in just a week of being there by being himself and impressing the CEO with his piano skills. It's funny how the marketing guy of the company thinks Josh was sent from some other toy company. And even though the marketing guy is kind of the ""antagonist"", he was still funny. Omg, I love how the song ""Forget Me Nots"" started playing when Susan and Josh enter his apartment, iconic moment. I love the look and aesthetic of Josh's place, I'm definitely getting some inspiration from it right now. I loved that trampoline scene. Reminds me of how joyless adults can get as they get older and how important it is to remind ourselves that we're still alive. The younger playful versions of ourselves still exists in us and will always be a part of us. I love the way he joyfully strolls out of the elevator the next morning at work after having gotten laid the night before. 

The cinematography is actually outstanding, I'm kind of surprised by how well thought out and executed it was. I enjoyed it's playful and lighthearted tone. Although, I couldn't help but feel kind of disturbed and uneasy while watching certain parts of the movie, especially the hotel scene. It feels like they're trying to make commentary on child kidnappings and underage sex throughout the movie. It's oddly dark in that regard, but it doesn't really take away from the movie, it just acts as very dark side commentary. I loved Tom Hanks' playful portrayal of a kid in a grown up's body. He's got a great knack for physical humor and comedic delivery. This movie had me laughing really hard during some moments. The cast is full of charming and likable characters. I can't believe the movie got a PG rating even with the F and A curse words! My question is where is Josh's dad for all of this? We see him at the beginning and then he just disappears from the whole movie leaving only his mom as the only one who's actively worried about him. Not the strongest ending ever. I thought he was going to wish for himself and for Susan to both be kids again, but he only wished it for himself. Which I guess makes sense, he was prioritizing his childhood over being a grown up with responsibilities. Good choice Josh, good choice lol. There are several plot holes throughout the movie, but I guess we can just ignore those since the overall tone of the movie is silly and the premise is purely fantasy. Overall, it was a nice little 80's comedy. Although it didn't amaze me or blow my mind, it was fun and I had a good time watching it.",4.0
The Big Lebowski,Most overrated movie ever!,1.0
The Big Lebowski,"In my opinion, this is the greatest movie ever made. Brought to use by brilliant minds of the Coen brothers this comedy has so many layers each time you see it you find something new to appreciate. The music, the colors, the character dynamics, this movie is a certified clasic",5.0
The Big Lebowski,"It's amazing, the comedy and acting were some of the best I've ever seen in my life",5.0
The Big Lebowski,This film is modern Shakespeare at its apex,5.0
The Big Lebowski,"The Dude (Jeff Bridges) is a throwback to a more idealistic age when students occupied buildings and imagined they could change the world. Sadder and wiser, The Dude now spends his time driving around in his increasingly-battered car, paying for a 69-cent milk carton by writing a cheque, downing White Russians, smoking pot, and bowling with his two friends, Walter Sobchak (John Goodman) and Donny Kerabatsos (Steve Buscemi).

Bowling is a way of life for these men. The bowling alley and The Dude's dreams (in which bowling features a good deal) are filmed in bright and glowing colours, in contrast to the dingy lighting in The Dude's apartment. Stars feature heavily in the décor. In his spare time, The Dude listens to bowling matches on his tape recorder. When these men are upset or distressed, they utter the refrain, ""F*ck it, let's go bowling"". This is their place of comfort.

Curiously we never see an actual bowling match, and we do not see The Dude or Walter playing a real game. (The Dude only plays in a dream.) Their arch-nemesis in the bowling world is a convicted paedophile called Jesus (John Turturro). He prances around in a camp manner, and he dances to a Spanish song which turns out to be a version of Hotel California by The Eagles. Despite this build-up, we never see a match between The Dude's team and his, and the outcome of the bowling match is left uncertain.

This reflects the intentionally ragged structure of the story, in which loose ends are only party tied up. We are led to expect the clichéd final game between these two adversaries, which The Dude will naturally win, but the Coen Brothers do not provide this scene. For all the movie's love of bowling, it is only a background comfort, and not the real theme of the film.

The action of the movie is triggered when The Dude (whose real name is Jeffrey Lebowski) is mistaken for another man who has the same name. It is often intriguing how stories are sometimes triggered by seemingly trivial events. In the western Unforgiven, nine people die because a prostitute laughed at a client's small penis. In The Big Lebowski, a whole sequence of events is set in motion when a man urinates on The Dude's rug.

The urinator is a hood working for a local pornographer called Jackie Treehorn (Ben Gazzara). He is owed money by Bunny Lebowski (Tara Reid), a nymphomaniac trophy wife, who was reared on a clean, wholesome Scandinavian farm before coming to LA to become a pornstar. All of her appearances in the movie are marked by blaring music.

Her husband is the other Jeffrey Lebowski, the Big Lebowski of the movie's title (David Huddleston). This Lebowski is a millionare. As The Dude's apartment was broken into by Treehorn's men in a case of mistaken identity, The Dude decides to see if he can shake down his namesake for the money to buy a new rug.

The plot that develops from this situation takes The Dude down a long journey that includes a trio of nihilist crybabies, a severed toe, a marmot, a shamus, a TV writer on a dialysis machine, and a tin of Folgers containing cremated ashes. Despite the disparate nature of these elements, there is a broadly coherent plot holding them altogether, just as there often is in film noirs. This plot has structure and development, and can be easily outlined.

Nonetheless the convoluted plot is less important than the feel of individual scenes – The Dude's exchanges with Lebowski, the sight of dazed-looking men tossing a naked woman on a blanket, the peculiar art installations of Maud Lebowski, the reactionary police chief who throws a cup at The Dude's head, and warns him to stay out of their beach community, and so on. This favouring of exciting episodic moments above the plot is another element that makes The Big Lebowski seem like a film noir.

The Big Lebowski is said to have had disappointing box office returns on its release, although it did make a profit with overseas sales. Nowadays it has become a cult movie, and has a strong following of enthusiastic nerdy fans. They hold Big Lebowski conventions, and there is even a religion of Dude-ism, based on The Dude's supposed philosophy.

This reflects the fact that many regard The Dude as a man worth emulating. The Dude may get agitated during the story, and he arguably finishes the movie in a worse condition than when he began, but we do not feel that his fate has been especially tragic, or that he emerges a diminished figure. He remains cheerful and accepting, and this allows us to accept him as a man who can come through life's pitfalls unscathed. Despite everything, The Dude abides.

I wrote a fuller appreciation of the film on my blog site if you are interested in reading more: https://themoviescreenscene.wordpress.com/2019/04/27/the-big-lebowski-1998/",5.0
The Big Lebowski,Dull film that never goes anywhere. The comedy seems to depend on the viewer being a lazy teenager in the 1960s...,1.0
The Big Lebowski,best movie of all time,5.0
The Big Lebowski,Quirky and fun watch!,5.0
The Big Lebowski,"LOL, the funniest 01 hour: and 57 minutes ever!!!!!!!!!!!!!!!!!!!!!!!!!!",5.0
The Big Lebowski,"The Big Lebowski is a cinematic masterpiece that effortlessy blends humor, absurdism and charm to create a truly unforgettable viewing experience.

Beyond its great performances it excels in its amazing crafted screenplay. The Coens truly are amazing!",5.0
The Big Lebowski,"One of the best movies ever made. A comedy/spoof/thriller classic. The attention to detail conveyed through the main character and all oddballs surrounding him is sensational. The ""Dude"" does his absolute best to think coherently under the effects of marihuana and the result is truly hilarious. The level of talent, creativity and inspiration is off the charts. A cult film and well deserved.",5.0
The Big Lebowski,I love everything about this movie. The best film by the Coen brothers.,5.0
The Big Lebowski,its an amazing film thats is a joy to watch. THE DUDE ROCKS!!!,5.0
The Big Lebowski,"Uma comédia de erros incontáveis, com à assinatura dos irmãos Cohen. Fantástico ri do começo ao fim. Fellini falava que nos filmes, pouco importa à história e sim o quadro. E o quadro deste filme é magistral, com anedotas sempre muito irreverentes.",5.0
The Big Lebowski,One of the best comedies of all-time.,5.0
